row_id,sample_name,label,target_region_group,paired_light_status,cluster_id,landscape_component_1,landscape_component_2
127,ADI-63029,1,RBD,light_missing_or_single_chain,6,-12.326542161750622,-29.239665424602343
128,ADI-63032,1,RBD,light_missing_or_single_chain,6,-9.847206611357905,-23.910555543715834
129,ADI-63033,1,other,light_missing_or_single_chain,6,-7.936919289616205,-21.678160693323658
130,ADI-63039,1,RBD,light_missing_or_single_chain,6,-9.740876258975806,-24.697272931802264
131,ADI-63064,1,RBD,light_missing_or_single_chain,6,-6.060910131104767,-21.70447119923359
132,ADI-63076,1,RBD,light_missing_or_single_chain,6,-7.958852260870771,-23.418047520436005
133,ADI-63077,1,RBD,light_missing_or_single_chain,6,-10.625099092406987,-27.632687138388004
134,ADI-63085,1,RBD,light_missing_or_single_chain,6,-9.593665108972546,-24.18136903916074
135,ADI-63086,1,RBD,light_missing_or_single_chain,6,-14.621488465789835,-31.962321954003098
136,ADI-63090,1,RBD,light_missing_or_single_chain,6,-9.276921218206075,-23.919176029329165
137,ADI-63101,1,RBD,light_missing_or_single_chain,6,-11.687023831822067,-26.964622174559246
138,ADI-63103,1,RBD,light_missing_or_single_chain,6,-13.137442294222513,-29.773957246888347
139,ADI-63107,1,RBD,light_missing_or_single_chain,6,-9.518490236873673,-24.340946356515623
140,ADI-63110,1,RBD,light_missing_or_single_chain,6,-10.87938095146949,-26.177882989204566
141,ADI-63114,1,RBD,light_missing_or_single_chain,6,-7.379928105785201,-21.543660342125015
142,ADI-63117,1,RBD,light_missing_or_single_chain,6,-8.542619521211407,-22.9594494778674
143,ADI-63125,1,RBD,light_missing_or_single_chain,6,-12.21374977166047,-28.318031027633275
144,ADI-63127,1,RBD,light_missing_or_single_chain,6,-13.010028781525817,-31.08482612168703
145,ADI-63149,1,RBD,light_missing_or_single_chain,6,-9.144511051828239,-23.86538266550691
146,ADI-63150,0,RBD,light_missing_or_single_chain,6,-11.201938902103528,-26.714703414029135
147,ADI-63155,1,RBD,light_missing_or_single_chain,6,-12.49134874299788,-28.781471180993996
148,ADI-63156,1,RBD,light_missing_or_single_chain,6,-6.726349809526982,-23.402931732382502
149,ADI-63164,1,RBD,light_missing_or_single_chain,6,-13.105626947419204,-30.060212485760516
150,ADI-63175,1,RBD,light_missing_or_single_chain,6,-10.518941303958885,-27.30097740574478
151,ADI-63179,1,RBD,light_missing_or_single_chain,6,-9.301210638073952,-24.35997911807408
152,ADI-63181,1,RBD,light_missing_or_single_chain,6,-13.27518759466089,-28.966631210649236
153,ADI-63186,1,RBD,light_missing_or_single_chain,6,-9.856487464503644,-24.534368564267556
154,ADI-63187,1,RBD,light_missing_or_single_chain,6,-9.504990286593403,-24.195490331379663
155,ADI-63196,1,RBD,light_missing_or_single_chain,6,-8.680584462804543,-23.042351510468663
156,ADI-63205,1,RBD,light_missing_or_single_chain,6,-9.52799163703596,-24.58371000584278
157,ADI-63206,1,RBD,light_missing_or_single_chain,5,24.45921779688138,-21.76531409936187
158,ADI-63208,0,other,light_missing_or_single_chain,6,-14.732713210288159,-31.134925891791966
159,ADI-63212,1,RBD,light_missing_or_single_chain,6,-10.4175853547941,-24.708142840771906
160,ADI-63213,1,other,light_missing_or_single_chain,6,-10.997045539690124,-27.219187777801697
161,ADI-63218,1,RBD,light_missing_or_single_chain,6,-10.067171788307125,-25.05429961908835
162,ADI-63222,0,other,light_missing_or_single_chain,6,-11.807941899858816,-30.256647841265245
163,ADI-63227,1,RBD,light_missing_or_single_chain,6,-10.030050059390437,-24.696126903301035
164,ADI-63230,1,RBD,light_missing_or_single_chain,6,-8.5590275759428,-23.942630017829902
165,ADI-63231,1,RBD,light_missing_or_single_chain,6,-7.928492544176765,-23.31548811501191
166,ADI-63234,1,RBD,light_missing_or_single_chain,6,-10.532071034791077,-25.77731887499018
167,ADI-63247,1,RBD,light_missing_or_single_chain,6,-7.985773991943456,-22.27161776487045
168,ADI-63252,1,RBD,light_missing_or_single_chain,6,-8.282754059220542,-22.601194878354608
169,ADI-63269,1,RBD,light_missing_or_single_chain,6,-6.09705252429906,-20.36270589243109
170,ADI-63272,1,RBD,light_missing_or_single_chain,6,-12.234362709457178,-28.6947545042377
171,ADI-63273,1,RBD,light_missing_or_single_chain,6,-10.098525962001093,-25.488209885224318
172,ADI-63291,1,RBD,light_missing_or_single_chain,6,-7.856033649801981,-22.35867684987871
173,ADI-63292,1,RBD,light_missing_or_single_chain,6,-9.513996929279354,-24.525472683926775
174,ADI-63298,1,RBD,light_missing_or_single_chain,6,-9.714611962884792,-24.38063899854056
175,ADI-63312,1,RBD,light_missing_or_single_chain,6,-10.431688942917082,-25.830909051386975
176,ADI-63325,1,RBD,light_missing_or_single_chain,6,-10.233492502369481,-26.036276209135487
177,ADI-63338,1,RBD,light_missing_or_single_chain,6,-10.93918791606272,-27.541958443285814
178,ADI-63339,0,RBD,light_missing_or_single_chain,6,-12.087605291367261,-28.25804378956447
179,ADI-63361,1,RBD,light_missing_or_single_chain,6,-8.34324426193379,-21.29739673096242
180,ADI-63368,1,RBD,light_missing_or_single_chain,6,-6.667634291672947,-21.681409738237818
181,ADI-63376,1,RBD,light_missing_or_single_chain,6,-10.224834727543787,-25.373614457478414
182,ADI-63395,1,RBD,light_missing_or_single_chain,6,-9.050974151690262,-23.15806795204538
183,ADI-63402,1,NTD,light_missing_or_single_chain,6,-9.657741159740603,-25.495341493454653
184,ADI-63406,1,RBD,light_missing_or_single_chain,6,-9.324494968989017,-24.931023329925843
185,ADI-63408,1,RBD,light_missing_or_single_chain,6,-8.073958855563875,-22.81323915809141
186,NCV2SG48,1,RBD,paired,1,-4.020109498563035,7.386547208091471
187,Liu_6-2C,1,RBD,paired,7,-9.020238242225,7.761636764335501
188,Park_27-60,1,RBD,paired,7,-1.3364500461539581,7.322541007327822
189,Park_35-15,1,RBD,light_missing_or_single_chain,6,-12.922105173656178,-29.98021108992573
190,Park_35-46,1,RBD,light_missing_or_single_chain,5,16.712876869785205,-22.470063560941078
191,Park_43-09,1,RBD,light_missing_or_single_chain,6,-5.761442762642042,-23.841949191925142
192,Park_43-34,1,RBD,light_missing_or_single_chain,6,-1.9635501092612604,-23.479096846432192
193,P2-1B1,1,RBD,paired,7,-3.9718449628628947,8.145775249148201
194,P5-1C8,1,RBD,paired,7,5.569339864193801,7.094166643838142
195,P5S-2B6,1,RBD,paired,4,-5.9106959252822815,1.1946536917636548
196,P5-1H1,1,RBD,paired,1,-5.9546676766075,5.266882431349421
197,P5S-2A9,1,RBD,paired,4,-3.8142161340033556,6.7827046112086435
198,Feng_20A7,1,RBD,paired,7,-12.301054607159521,4.466669700053665
199,Feng_21B6,1,RBD,paired,4,-8.904819467168048,-5.7243299162655825
200,Feng_25F9,1,RBD,paired,1,-12.170630452662747,-8.392136272678627
201,Muthuraman_Ab80,1,RBD,paired,4,11.220703088851412,-0.128762729143604
202,Langley_4G1-C2,1,RBD,paired,4,-6.411937004310877,0.7129443376817087
203,Langley_10G4,1,RBD,paired,7,-4.794443925373154,10.003630121414647
204,Reddem_4-33,0,NTD,paired,4,6.754640849995152,6.820291552467177
205,Boonkrai_1D1,1,RBD,paired,1,-7.0811998295542296,4.187137357007778
206,P2S-2E9,1,RBD,paired,5,15.734436509748022,9.753868085351899
207,Deshpande_1249A8,1,other,paired,7,-8.393022511920892,8.658282401363682
208,Hastie_1H2,1,RBD,paired,8,-6.058106131158111,0.769999489937845
209,Hastie_2A10,1,RBD,paired,8,-12.06958547184997,5.0449579382656236
210,Hastie_1C3,1,RBD,paired,8,-9.531521807885058,-3.356367796050736
211,Liu_12-16,1,NTD,paired,1,-3.0148737116840625,5.10750711007275
212,Liu_12-19,1,NTD,paired,4,-2.73682329562477,4.462931646458583
213,1H1,1,RBD,paired,0,-9.63236415068377,-6.466057190610928
214,S728-1157,1,RBD,paired,1,-8.411296192239,3.956457333406247
215,BA.2-23,1,RBD,paired,1,-7.351203192487642,6.163906768437135
216,Ab847,1,RBD,paired,8,-13.148109278958962,4.62882507159242
217,2G1,1,RBD,paired,4,-6.514821583139922,2.269733710225477
218,scFv2-7,1,RBD,paired,7,0.10726439052970141,4.092025405869931
219,7D1,1,RBD,light_missing_or_single_chain,6,-13.106930026012012,-30.054001641042987
220,10H7,1,RBD,light_missing_or_single_chain,6,-9.739516481080319,-24.585087198965585
221,14D2,1,RBD,light_missing_or_single_chain,6,-10.677179710831927,-25.77372724535056
222,11C12,1,RBD,light_missing_or_single_chain,6,-11.343803564230575,-28.104734502619678
223,Du_10D12,1,RBD,light_missing_or_single_chain,6,-7.938537588971377,-23.10927540296906
224,1F,1,RBD,paired,8,-9.762361029546996,-7.545115688146546
225,IY-2A,1,RBD,paired,4,-4.453576499651231,-5.422651119328083
226,YB13-292,1,RBD,paired,4,-5.78581536939903,-2.5588562783511186
227,YB9-258,1,RBD,paired,1,-6.696295967471226,3.0721981280710695
228,CC68.109,0,other,paired,4,-3.381797252193357,2.6012574053056947
229,Fischer_mRBD1,1,RBD,paired,0,9.13168893565427,-7.016256413481532
230,Fischer_mRBD2,1,RBD,paired,0,-1.8527613527499145,-3.1737772606385826
231,Fischer_mRBD3,0,RBD,paired,0,-1.3384464374945666,-1.2900355251328721
232,Fischer_mRBD4,0,RBD,paired,0,2.860511653905212,-2.2371739108711597
233,Fischer_mRBD5,0,RBD,paired,5,31.224464182937794,-1.906818022994822
234,Fischer_mRBD6,0,RBD,paired,5,29.601840542694838,-1.147513326668759
235,Fischer_mRBD7,0,RBD,paired,5,26.34797500170843,-6.08447731015346
236,Fischer_mRBD10,0,RBD,paired,5,23.482701913631413,-5.0476807597530895
237,Fischer_mRBD11,0,RBD,paired,0,0.7981891974752319,-4.302203341810274
238,Fischer_mRBD12,0,RBD,paired,0,6.864879178886606,-2.436714333826062
239,Fischer_mRBD14,0,RBD,paired,5,21.54216315488525,-1.662829679606169
240,Fischer_mRBD15,0,RBD,paired,0,-3.5169901624847655,-3.425271353480321
241,Fischer_mRBD16,0,RBD,paired,0,1.7145020343340247,-9.026981553138189
242,Fischer_mRBD17,0,RBD,paired,0,3.4814440989379856,-9.313133318671623
243,Fischer_mRBD18,0,RBD,paired,0,3.4563990438799292,-6.455139446840262
244,Fischer_mRBD19,0,RBD,paired,0,3.6935048209703103,-7.995712706778128
245,Fischer_mRBD20,0,RBD,paired,0,-1.5141985786529204,-5.9224162521411055
246,Fischer_mRBD21,0,RBD,paired,0,2.0670621303904015,-6.779458233447931
247,Fischer_mRBD22,0,RBD,paired,0,3.5268524066776497,-8.082114558830071
248,Fischer_mRBD23,0,RBD,paired,0,14.73916846417797,-5.687790044564111
249,Fischer_mRBD24,0,RBD,paired,0,5.75992657388497,-2.8732437885896007
250,Fischer_mRBD25,0,RBD,paired,0,12.261211344662112,-2.6587671276379066
251,Fischer_hRBD3,1,RBD,paired,4,-6.384569436237459,2.7435145763417648
252,Fischer_hRBD4,1,RBD,paired,4,1.3790502192291654,-0.49215023498214233
253,Fischer_hRBD13,0,RBD,paired,7,-8.074374232111023,13.085508930702842
254,Fischer_hRBD15,0,RBD,paired,4,-3.285329680686173,1.65543953172036
255,Fischer_hRBD16,1,RBD,paired,4,-1.7056032092521733,6.697686827776403
256,Ab08,1,RBD,paired,4,3.6899443193603614,6.014228967301591
257,GAR1,0,RBD,paired,4,-3.317992626458921,2.4561321036215125
258,GAR3,0,RBD,paired,1,-6.076288228428115,7.660353208691243
259,GAR5,1,RBD,paired,1,-5.811323411939904,5.039180845950917
260,GAR6,1,RBD,paired,7,-5.58847600130104,10.093013471785564
261,GAR7,1,RBD,paired,7,-6.68114807863645,14.604848225931233
262,GAR9,1,RBD,paired,7,-6.616715864761743,15.177632138707356
263,GAR12,1,RBD,paired,1,-7.109943345813501,0.8349676483217381
264,GAR13,0,RBD,paired,4,-4.820648510220312,2.3394790187010828
265,GAR14,0,RBD,paired,4,-3.47063955391928,6.140660020069108
266,GAR15,1,RBD,paired,7,-4.5388776913883015,11.461671823361709
267,GAR16,0,RBD,paired,7,-6.925965523653274,12.207671787492075
268,GAR18,0,RBD,paired,7,-5.010024396045425,10.18791788496011
269,GAR20,1,RBD,paired,1,-5.969803444866125,3.9956944228838465
270,ZB8,1,RBD,paired,8,-8.433138155461144,-3.111696304332135
271,aSA3,1,RBD,light_missing_or_single_chain,6,-13.336011147667417,-31.957881653228924
272,P3E6,1,RBD,paired,4,-3.1804174707501174,0.41513544410430864
273,Nb70,1,RBD,light_missing_or_single_chain,6,-12.880149999747141,-30.569760743910802
274,S43,1,RBD,light_missing_or_single_chain,6,-12.930962734654512,-32.00516026442482
275,R14,1,RBD,light_missing_or_single_chain,6,-12.525085608939655,-30.266215712805316
276,036-2C2,0,RBD,paired,5,26.161167289671706,15.772711851858512
277,036-1B1,0,RBD,paired,1,-8.874990758462495,1.4157272908299763
278,036-1E2,0,RBD,paired,7,-9.924702306397387,7.3850932440973835
279,036-1A10,0,RBD,paired,2,50.27008831047575,1.4168378572443847
280,036-1F9,0,RBD,paired,4,-4.677631768582481,5.883966461721372
281,036-15,0,RBD,paired,2,52.294868929408594,-7.48577099950818
282,036-2D2,0,RBD,paired,1,-6.6098530283362775,0.6370033312962551
283,036-35,0,RBD,paired,4,-2.4205652037604493,0.4405975618446495
284,036-2B10,0,RBD,paired,1,-8.07755435268516,4.111923460454616
285,034-2F10,0,RBD,paired,7,7.249232837748963,11.076448444425495
286,034-3,1,RBD,paired,4,-5.097801325634298,5.783831576871267
287,034-32,1,RBD,paired,1,-3.5761177745957586,4.572565378911827
288,002-S12F5,1,RBD,paired,3,16.004333051128466,-0.7360146552543019
289,002-S13A6,1,RBD,paired,4,-0.30000880039522054,5.3306667295221315
290,002-S13C1,0,RBD,paired,4,0.9072817126144941,5.804718190923911
291,002-S13C4,0,RBD,paired,5,31.515260022107817,10.937809625731038
292,002-S13D5,0,RBD,paired,1,-7.641477243125168,1.4031925901790352
293,002-S13D6,1,RBD,paired,7,12.876387553656478,5.556463000625545
294,002-S11E4,0,RBD,paired,7,-6.735373590600817,14.261153098843279
295,002-S11F2,0,RBD,paired,1,-1.0807946610880574,9.432757435600374
296,002-S11F3,0,RBD,paired,1,-4.21500722884338,7.58464215437554
297,002-S14C4,0,RBD,paired,1,-3.058101853202192,7.241815576711131
298,002-S14D2,0,RBD,paired,1,-2.801641489045388,5.991918112087929
299,002-S14D3,0,RBD,paired,7,-4.29722401385612,6.199895599851743
300,002-S13E1,1,RBD,paired,7,12.262259114572828,5.031320480010895
301,002-S13A2,1,RBD,paired,1,-5.067167869232814,8.152415805514252
302,002-S13F5,1,RBD,paired,7,-8.049661807671828,8.590647827598634
303,002-S13B6,0,RBD,paired,1,-5.222301429254791,5.732651911053242
304,002-S13B2,0,RBD,paired,3,23.26834335635049,-7.250623214766903
305,002-S21B10,1,RBD,paired,1,-6.5031937659130845,9.218602427814686
306,002-S21A10,0,RBD,paired,4,-2.5339602520021405,1.7249830546238991
307,002-02,1,RBD,paired,4,-2.688260519371413,1.5795746193015983
308,002-S21E9,1,RBD,paired,4,-2.1580166704385455,5.454574689295182
309,002-S21E11,0,RBD,paired,4,-5.354534538813325,-1.0966415244805992
310,002-S21F3,1,RBD,paired,8,-7.616890565909782,-1.2806592707442928
311,002-S22A4,0,RBD,paired,2,60.12192025150692,-10.259198550276968
312,002-S22C11,0,RBD,paired,1,-3.0207513113969813,6.84517709157573
313,002-S22D8,1,RBD,paired,3,16.28954570756523,3.5317351256657585
314,002-43,0,RBD,paired,7,7.556162108078473,5.739303479556175
315,002-4,0,RBD,paired,1,-4.943456878497289,4.261796147432478
316,002-13,1,RBD,paired,4,0.12598658759958217,3.4288977362679605
317,002-14,0,RBD,paired,4,-3.4250663192614597,4.265299199330209
318,002-18,1,RBD,paired,7,-5.412376823166618,11.362571352552779
319,002-54,0,RBD,paired,4,0.39660279346588284,-1.3005484288145952
320,002-58,0,RBD,paired,7,-7.504634620823961,17.17416125612083
321,1-2C7,1,RBD,light_missing_or_single_chain,6,-12.307617226132702,-32.498552856449365
322,D29,1,RBD,paired,4,-6.828912622626926,-3.1350649183203423
323,Ab188,1,RBD,paired,7,-6.1590496458532575,13.021717756550458
324,Ab445,1,RBD,paired,8,-7.397193607285331,-3.08450397693289
